"1","CHEVREUSE","28 Rue Division Leclerc","78460","CHEVREUSE"
"1","PONTOISE","12 Place du Pont","95300","PONTOISE"
"1","CORBEIL","34-36 Place du Comte Haymon","91100","CORBEIL-ESSONNES"
"1","L'ISLE ADAM","18 Grande Rue","95290","L'ISLE ADAM"
"1","ARPAJON","14 Place du Marché","91290","ARPAJON"
"1","MENNECY","ZAC de Montvrain II","91540","MENNECY"
"1","CERGY LE HAUT","4 Boulevard des Merveilles","95800","CERGY LE HAUT"
"1","LES PORTES D'AUBERGENVILLE","ZAC Du Trait d'Union","78410","AUBERGENVILLE"
"1","CHANTILLY","134 Rue du Connetable","60500","CHANTILLY"
"1","MEAUX","30 Rue du Grand Cerf","77100","MEAUX"
"1","MELUN","11 Rue Saint Aspais","77000","MELUN"
"1","SENLIS","15 Place de la Halle","60300","SENLIS"
"1","VILLIERS EN BIERE","Centre Commercial Villiers en Bière N°95","77195","DAMMARIE LES LYS"
"1","CREIL","84 Rue de la République","60100","CREIL"
"1","RAMBOUILLET","13 Rue du Gal de Gaulle","78120","RAMBOUILLET"
"1","MANTES","26 Place du Marché au Blé","78200","MANTES LA JOLIE"
"1","COULOMMIERS","17 Place du Marché","77120","COULOMMIERS"
"1","FONTAINEBLEAU","108 Rue Grande","77300","FONTAINEBLEAU"
"1","BEAUVAIS","22 Rue Carnot","60000","BEAUVAIS"
"1","Hubiz Vernon","Gare SNCF","27200","Vernon"
"1","COMPIEGNE","3 Place Hôtel de Ville","60200","COMPIEGNE"
"1","Hubiz Dreux SNCF","Place Pierre Semard","28100","Dreux"
"1","SOISSONS","6 Rue des Minimes","02200","SOISSONS"
"1","SENS","99 Grande Rue","89100","SENS"
"1","Hubiz Les Aubrais SNCF","Gare SNCF les Aubrais","45400","Fleury les Aubrais"
"1","ORLEANS","Centre Commercial Halles Chatelet","45000","ORLEANS"
"1","ROUEN CARREL","40 Rue Armand Carrel","76000","ROUEN"
"1","ROUEN DOCKS","Boulevard Ferdinand de Lesseps","76000","ROUEN"
"1","ROUEN","18B Place du Vieux Marché","76000","ROUEN"
"1","MONT SAINT AIGNAN","ZAC De la Vatine","76130","MONT ST AIGNAN"
"1","AMIENS II","17 Rue des Trois Cailloux","80000","AMIENS"
"1","EPERNAY","38 Rue Saint Thibault","51200","EPERNAY"
"1","REIMS","16 Rue de l'Etape","51100","REIMS"
"1","TROYES","54 Rue Georges Clemenceau","10000","TROYES"
"1","CHALONS EN CHAMPAGNE","41 Place de la République","51000","CHALONS EN CHAMPAGNE"
"1","BLOIS","5 Rue Denis Papin","41000","BLOIS"
